job_id,title,company,description,location_raw,district,province,salary_raw,salary_min,salary_max,salary_currency,sector,experience_raw,experience_min_years,experience_max_years,experience_level,employment_type,work_mode,date_posted,date_scraped,source,is_graduate_friendly,skills_json,qualifications_json
237,Machine Learning Engineer,IFS,"We are looking for a Machine Learning Engineer to join IFS in Matara. Requirements: Scrum, React, Machine Learning, Node.js, Git. Experience: 3-4 years.",Matara,Matara,Southern,,,,LKR,Information Technology,3-4 years,3,4,mid,Full-time,onsite,2025-12-24,2026-05-14 10:58:36.121215,dreamjobs,0,"[""Scrum"", ""React"", ""Machine Learning"", ""Node.js"", ""Git""]",[]
238,Key Account Manager,Keells,"We are looking for a Key Account Manager to join Keells in Colombo. Requirements: SEO, Google Ads, Communication, Excel, CRM, Content Marketing, Presentation Skills, Social Media Marketing. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 167,000 - 204,000",167000.0,204000.0,LKR,Sales & Marketing,Fresh/Entry Level,0,3,entry,Internship,onsite,2026-02-22,2026-05-14 10:58:36.121253,dreamjobs,1,"[""SEO"", ""Google Ads"", ""Communication"", ""Excel"", ""CRM"", ""Content Marketing"", ""Presentation Skills"", ""Social Media Marketing""]",[]
239,Internal Auditor,Cargills Bank,"We are looking for a Internal Auditor to join Cargills Bank in Colombo. Requirements: SAP, Anti-Money Laundering, Financial Modeling, IFRS, Risk Management, ACCA, SQL. Experience: 1-2 years.",Colombo,Colombo,Western,,,,LKR,Banking & Financial Services,1-2 years,1,2,junior,Full-time,onsite,2026-05-03,2026-05-14 10:58:36.121288,topjobs,0,"[""SAP"", ""Anti-Money Laundering"", ""Financial Modeling"", ""IFRS"", ""Risk Management"", ""ACCA"", ""SQL""]",[]
240,Python Developer,Cambio Software,"We are looking for a Python Developer to join Cambio Software in Gampaha. Requirements: Node.js, Power BI, Git, Java. Experience: 1-4 years.",Gampaha,Gampaha,Western,"LKR 234,000 - 286,000",234000.0,286000.0,LKR,Information Technology,1-4 years,1,4,junior,Contract,onsite,2025-12-06,2026-05-14 10:58:36.121345,topjobs,0,"[""Node.js"", ""Power BI"", ""Git"", ""Java""]",[]
241,Medical Officer,Pfizer Lanka,"We are looking for a Medical Officer to join Pfizer Lanka in Galle. Requirements: Medical Laboratory, GMP, Communication, Pharmacy, Nursing. Experience: Fresh/Entry Level.",Galle,Galle,Southern,,,,LKR,Healthcare,Fresh/Entry Level,0,1,entry,Full-time,hybrid,2025-12-03,2026-05-14 10:58:36.121381,topjobs,1,"[""Medical Laboratory"", ""GMP"", ""Communication"", ""Pharmacy"", ""Nursing""]",[]
242,Mobile Developer,Pearson Lanka,"We are looking for a Mobile Developer to join Pearson Lanka in Gampaha. Requirements: MongoDB, Docker, Python, Angular, Node.js. Experience: 3-4 years.",Gampaha,Gampaha,Western,"LKR 216,000 - 264,000",216000.0,264000.0,LKR,Information Technology,3-4 years,3,4,mid,Full-time,onsite,2026-02-07,2026-05-14 10:58:36.121418,gazette,0,"[""MongoDB"", ""Docker"", ""Python"", ""Angular"", ""Node.js""]",[]
243,Electrical Engineer,Sierra Construction,"We are looking for a Electrical Engineer to join Sierra Construction in Ratnapura. Requirements: SolidWorks, AutoCAD, Civil Engineering, Excel, BSc, Quantity Surveyor. Experience: 5-7 years.",Ratnapura,Ratnapura,Sabaragamuwa,"LKR 128,000 - 156,000",128000.0,156000.0,LKR,Construction & Engineering,5-7 years,5,7,senior,Full-time,onsite,2025-12-19,2026-05-14 10:58:36.121457,linkedin,0,"[""SolidWorks"", ""AutoCAD"", ""Civil Engineering"", ""Excel"", ""BSc"", ""Quantity Surveyor""]",[]
244,React Developer,IFS,"We are looking for a React Developer to join IFS in Jaffna. Requirements: Scrum, Git, Linux. Experience: Fresh/Entry Level.",Jaffna,Jaffna,Northern,"LKR 370,000 - 452,000",370000.0,452000.0,LKR,Information Technology,Fresh/Entry Level,0,3,entry,Internship,onsite,2025-11-19,2026-05-14 10:58:36.121494,dreamjobs,1,"[""Scrum"", ""Git"", ""Linux""]",[]
245,Backend Developer,Zone24x7,"We are looking for a Backend Developer to join Zone24x7 in Ampara. Requirements: Node.js, Power BI, Docker, Agile, AWS, PostgreSQL, Azure, React. Experience: Fresh/Entry Level.",Ampara,Ampara,Eastern,"LKR 209,000 - 256,000",209000.0,256000.0,LKR,Information Technology,Fresh/Entry Level,0,3,entry,Full-time,remote,2026-04-14,2026-05-14 10:58:36.121531,dreamjobs,1,"[""Node.js"", ""Power BI"", ""Docker"", ""Agile"", ""AWS"", ""PostgreSQL"", ""Azure"", ""React""]",[]
246,Plant Manager,Piramal Glass,"We are looking for a Plant Manager to join Piramal Glass in Matale. Requirements: Quality Control, Maintenance Management, Lean Manufacturing, ISO 9001, Six Sigma, Production Planning, Mechanical Engineering, ERP. Experience: 2-3 years.",Matale,Matale,Central,,,,LKR,Manufacturing,2-3 years,2,3,junior,Full-time,onsite,2025-11-25,2026-05-14 10:58:36.121566,linkedin,0,"[""Quality Control"", ""Maintenance Management"", ""Lean Manufacturing"", ""ISO 9001"", ""Six Sigma"", ""Production Planning"", ""Mechanical Engineering"", ""ERP""]",[]
247,Insurance Executive,NSB,"We are looking for a Insurance Executive to join NSB in Anuradhapura. Requirements: Credit Analysis, SAP, Compliance. Experience: 2-4 years.",Anuradhapura,Anuradhapura,North Central,"LKR 136,000 - 166,000",136000.0,166000.0,LKR,Banking & Financial Services,2-4 years,2,4,junior,Full-time,remote,2026-01-21,2026-05-14 10:58:36.121603,linkedin,0,"[""Credit Analysis"", ""SAP"", ""Compliance""]",[]
248,Backend Developer,Persistent Systems,"We are looking for a Backend Developer to join Persistent Systems in Batticaloa. Requirements: Node.js, React, Agile, Azure. Experience: 5-6 years.",Batticaloa,Batticaloa,Eastern,"LKR 299,000 - 366,000",299000.0,366000.0,LKR,Information Technology,5-6 years,5,6,senior,Full-time,onsite,2026-02-11,2026-05-14 10:58:36.121649,topjobs,0,"[""Node.js"", ""React"", ""Agile"", ""Azure""]",[]
249,UI/UX Designer,Persistent Systems,"We are looking for a UI/UX Designer to join Persistent Systems in Kandy. Requirements: Java, Machine Learning, Docker, MongoDB, Python, Node.js. Experience: 5-8 years.",Kandy,Kandy,Central,"LKR 268,000 - 327,000",268000.0,327000.0,LKR,Information Technology,5-8 years,5,8,senior,Full-time,hybrid,2025-12-15,2026-05-14 10:58:36.121688,topjobs,0,"[""Java"", ""Machine Learning"", ""Docker"", ""MongoDB"", ""Python"", ""Node.js""]",[]
250,Front Office Executive,Shangri-La Colombo,"We are looking for a Front Office Executive to join Shangri-La Colombo in Galle. Requirements: Hotel Management, Revenue Management, Housekeeping, Food & Beverage, Customer Service, English, Event Management. Experience: Fresh/Entry Level.",Galle,Galle,Southern,"LKR 66,000 - 81,000",66000.0,81000.0,LKR,Tourism & Hospitality,Fresh/Entry Level,0,2,entry,Internship,onsite,2025-11-25,2026-05-14 10:58:36.121727,topjobs,1,"[""Hotel Management"", ""Revenue Management"", ""Housekeeping"", ""Food & Beverage"", ""Customer Service"", ""English"", ""Event Management""]",[]
251,Academic Coordinator,SLIIT,"We are looking for a Academic Coordinator to join SLIIT in Galle. Requirements: Leadership, Training & Development, BSc. Experience: 3-5 years.",Galle,Galle,Southern,,,,LKR,Education,3-5 years,3,5,mid,Internship,onsite,2026-03-25,2026-05-14 10:58:36.121760,topjobs,1,"[""Leadership"", ""Training & Development"", ""BSc""]",[]
252,Business Intelligence Analyst,hSenid Software,"We are looking for a Business Intelligence Analyst to join hSenid Software in Kurunegala. Requirements: Agile, SQL, React, Linux, AWS, Python, MongoDB. Experience: 2-5 years.",Kurunegala,Kurunegala,North Western,"LKR 156,000 - 190,000",156000.0,190000.0,LKR,Information Technology,2-5 years,2,5,junior,Full-time,hybrid,2025-12-23,2026-05-14 10:58:36.121797,dreamjobs,0,"[""Agile"", ""SQL"", ""React"", ""Linux"", ""AWS"", ""Python"", ""MongoDB""]",[]
253,Bank Officer,Sri Lanka Insurance,"We are looking for a Bank Officer to join Sri Lanka Insurance in Colombo. Requirements: CIMA, Compliance, Financial Modeling, SAP, Auditing, Excel, IFRS. Experience: 2-5 years.",Colombo,Colombo,Western,"LKR 234,000 - 286,000",234000.0,286000.0,LKR,Banking & Financial Services,2-5 years,2,5,junior,Internship,hybrid,2026-03-18,2026-05-14 10:58:36.121842,topjobs,1,"[""CIMA"", ""Compliance"", ""Financial Modeling"", ""SAP"", ""Auditing"", ""Excel"", ""IFRS""]",[]
254,Environmental Officer,Sri Lanka Customs,"We are looking for a Environmental Officer to join Sri Lanka Customs in Colombo. Requirements: Project Management, Budgeting, Communication, A/L Qualified, Sinhala. Experience: 2-4 years.",Colombo,Colombo,Western,"LKR 59,000 - 72,000",59000.0,72000.0,LKR,Government & Public Sector,2-4 years,2,4,junior,Full-time,onsite,2025-11-16,2026-05-14 10:58:36.121898,dreamjobs,0,"[""Project Management"", ""Budgeting"", ""Communication"", ""A/L Qualified"", ""Sinhala""]",[]
255,Treasury Analyst,Sri Lanka Insurance,"We are looking for a Treasury Analyst to join Sri Lanka Insurance in Kandy. Requirements: Financial Modeling, Risk Management, Credit Analysis, SQL, Auditing, SAP. Experience: 3-4 years.",Kandy,Kandy,Central,,,,LKR,Banking & Financial Services,3-4 years,3,4,mid,Full-time,hybrid,2026-04-20,2026-05-14 10:58:36.121933,linkedin,0,"[""Financial Modeling"", ""Risk Management"", ""Credit Analysis"", ""SQL"", ""Auditing"", ""SAP""]",[]
256,F&B Manager,Shangri-La Colombo,"We are looking for a F&B Manager to join Shangri-La Colombo in Ratnapura. Requirements: Communication, Event Management, Housekeeping, Revenue Management, English, Hotel Management, Customer Service. Experience: 1-4 years.",Ratnapura,Ratnapura,Sabaragamuwa,,,,LKR,Tourism & Hospitality,1-4 years,1,4,junior,Internship,onsite,2026-05-02,2026-05-14 10:58:36.121967,topjobs,1,"[""Communication"", ""Event Management"", ""Housekeeping"", ""Revenue Management"", ""English"", ""Hotel Management"", ""Customer Service""]",[]
257,Chef,Shangri-La Colombo,"We are looking for a Chef to join Shangri-La Colombo in Gampaha. Requirements: Communication, Revenue Management, Event Management, English, Hotel Management, Food & Beverage. Experience: 1-3 years.",Gampaha,Gampaha,Western,"LKR 47,000 - 57,000",47000.0,57000.0,LKR,Tourism & Hospitality,1-3 years,1,3,junior,Full-time,onsite,2026-04-17,2026-05-14 10:58:36.122008,dreamjobs,0,"[""Communication"", ""Revenue Management"", ""Event Management"", ""English"", ""Hotel Management"", ""Food & Beverage""]",[]
258,Digital Marketing Executive,CBL Group,"We are looking for a Digital Marketing Executive to join CBL Group in Colombo. Requirements: Salesforce, Presentation Skills, Digital Marketing, Social Media Marketing, SEO. Experience: 2-3 years.",Colombo,Colombo,Western,"LKR 161,000 - 197,000",161000.0,197000.0,LKR,Sales & Marketing,2-3 years,2,3,junior,Full-time,remote,2025-11-23,2026-05-14 10:58:36.122048,linkedin,0,"[""Salesforce"", ""Presentation Skills"", ""Digital Marketing"", ""Social Media Marketing"", ""SEO""]",[]
259,IE Engineer,Linea Aqua,"We are looking for a IE Engineer to join Linea Aqua in Gampaha. Requirements: ERP, Procurement, ISO 9001, Lean Manufacturing, Production Planning, Excel, Supply Chain Management. Experience: 3-4 years.",Gampaha,Gampaha,Western,"LKR 214,000 - 262,000",214000.0,262000.0,LKR,Apparel & Textile,3-4 years,3,4,mid,Full-time,onsite,2026-01-05,2026-05-14 10:58:36.122086,linkedin,0,"[""ERP"", ""Procurement"", ""ISO 9001"", ""Lean Manufacturing"", ""Production Planning"", ""Excel"", ""Supply Chain Management""]",[]
260,Tour Guide,Shangri-La Colombo,"We are looking for a Tour Guide to join Shangri-La Colombo in Gampaha. Requirements: Revenue Management, English, Customer Service, Housekeeping, Communication, Food & Beverage, Event Management. Experience: 1-2 years.",Gampaha,Gampaha,Western,"LKR 150,000 - 184,000",150000.0,184000.0,LKR,Tourism & Hospitality,1-2 years,1,2,junior,Contract,hybrid,2025-12-12,2026-05-14 10:58:36.122125,linkedin,0,"[""Revenue Management"", ""English"", ""Customer Service"", ""Housekeeping"", ""Communication"", ""Food & Beverage"", ""Event Management""]",[]
261,PR Executive,Elephant House,"We are looking for a PR Executive to join Elephant House in Badulla. Requirements: Content Marketing, Google Ads, Communication, Negotiation, Digital Marketing. Experience: Fresh/Entry Level.",Badulla,Badulla,Uva,,,,LKR,Sales & Marketing,Fresh/Entry Level,0,3,entry,Contract,remote,2026-03-18,2026-05-14 10:58:36.122157,gazette,1,"[""Content Marketing"", ""Google Ads"", ""Communication"", ""Negotiation"", ""Digital Marketing""]",[]
262,Financial Analyst,HNB,"We are looking for a Financial Analyst to join HNB in Colombo. Requirements: SAP, Financial Modeling, SQL, Anti-Money Laundering, Excel, Auditing, Banking Operations. Experience: 7-9 years.",Colombo,Colombo,Western,,,,LKR,Banking & Financial Services,7-9 years,7,9,senior,Full-time,onsite,2026-02-10,2026-05-14 10:58:36.122190,topjobs,0,"[""SAP"", ""Financial Modeling"", ""SQL"", ""Anti-Money Laundering"", ""Excel"", ""Auditing"", ""Banking Operations""]",[]
263,Financial Analyst,DFCC Bank,"We are looking for a Financial Analyst to join DFCC Bank in Colombo. Requirements: Auditing, Banking Operations, ACCA, Credit Analysis, SQL, IFRS, Risk Management, SAP. Experience: 1-2 years.",Colombo,Colombo,Western,"LKR 222,000 - 271,000",222000.0,271000.0,LKR,Banking & Financial Services,1-2 years,1,2,junior,Full-time,onsite,2026-01-17,2026-05-14 10:58:36.122228,topjobs,0,"[""Auditing"", ""Banking Operations"", ""ACCA"", ""Credit Analysis"", ""SQL"", ""IFRS"", ""Risk Management"", ""SAP""]",[]
264,Customs Clearing Agent,Aitken Spence Cargo,"We are looking for a Customs Clearing Agent to join Aitken Spence Cargo in Gampaha. Requirements: Procurement, ERP, Supply Chain Management, Excel, Logistics, CILT. Experience: 1-4 years.",Gampaha,Gampaha,Western,,,,LKR,Logistics & Transportation,1-4 years,1,4,junior,Full-time,onsite,2026-03-25,2026-05-14 10:58:36.122261,dreamjobs,0,"[""Procurement"", ""ERP"", ""Supply Chain Management"", ""Excel"", ""Logistics"", ""CILT""]",[]
265,Business Intelligence Analyst,Mitra Innovation,"We are looking for a Business Intelligence Analyst to join Mitra Innovation in Colombo. Requirements: Docker, Scrum, Git, Node.js, Linux. Experience: 1-4 years.",Colombo,Colombo,Western,,,,LKR,Information Technology,1-4 years,1,4,junior,Full-time,onsite,2025-11-17,2026-05-14 10:58:36.122294,linkedin,0,"[""Docker"", ""Scrum"", ""Git"", ""Node.js"", ""Linux""]",[]
266,Risk Manager,Allianz Lanka,"We are looking for a Risk Manager to join Allianz Lanka in Gampaha. Requirements: Banking Operations, Anti-Money Laundering, Excel, CIMA. Experience: 2-4 years.",Gampaha,Gampaha,Western,"LKR 230,000 - 281,000",230000.0,281000.0,LKR,Banking & Financial Services,2-4 years,2,4,junior,Full-time,onsite,2026-03-02,2026-05-14 10:58:36.122338,gazette,0,"[""Banking Operations"", ""Anti-Money Laundering"", ""Excel"", ""CIMA""]",[]
267,Factory Manager,Linea Aqua,"We are looking for a Factory Manager to join Linea Aqua in Ratnapura. Requirements: Six Sigma, Lean Manufacturing, ISO 9001, ERP, Excel, Procurement. Experience: 7-8 years.",Ratnapura,Ratnapura,Sabaragamuwa,,,,LKR,Apparel & Textile,7-8 years,7,8,senior,Full-time,onsite,2026-01-04,2026-05-14 10:58:36.122373,gazette,0,"[""Six Sigma"", ""Lean Manufacturing"", ""ISO 9001"", ""ERP"", ""Excel"", ""Procurement""]",[]
268,Treasury Analyst,Sampath Bank,"We are looking for a Treasury Analyst to join Sampath Bank in Colombo. Requirements: SQL, Risk Management, SAP, Power BI, Anti-Money Laundering, Credit Analysis. Experience: 1-3 years.",Colombo,Colombo,Western,,,,LKR,Banking & Financial Services,1-3 years,1,3,junior,Full-time,onsite,2026-05-10,2026-05-14 10:58:36.122406,dreamjobs,0,"[""SQL"", ""Risk Management"", ""SAP"", ""Power BI"", ""Anti-Money Laundering"", ""Credit Analysis""]",[]
269,Education Consultant,University of Colombo,"We are looking for a Education Consultant to join University of Colombo in Gampaha. Requirements: MSc, English, Training & Development, Critical Thinking, Leadership. Experience: 1-4 years.",Gampaha,Gampaha,Western,"LKR 179,000 - 219,000",179000.0,219000.0,LKR,Education,1-4 years,1,4,junior,Full-time,onsite,2026-02-12,2026-05-14 10:58:36.122443,gazette,0,"[""MSc"", ""English"", ""Training & Development"", ""Critical Thinking"", ""Leadership""]",[]
270,Marketing Manager,Keells,"We are looking for a Marketing Manager to join Keells in Kandy. Requirements: Negotiation, Excel, Content Marketing, SEO, Communication, Brand Management, Social Media Marketing, Presentation Skills. Experience: 5-8 years.",Kandy,Kandy,Central,"LKR 75,000 - 91,000",75000.0,91000.0,LKR,Sales & Marketing,5-8 years,5,8,senior,Contract,onsite,2026-03-13,2026-05-14 10:58:36.122485,topjobs,0,"[""Negotiation"", ""Excel"", ""Content Marketing"", ""SEO"", ""Communication"", ""Brand Management"", ""Social Media Marketing"", ""Presentation Skills""]",[]
271,Hospital Administrator,WHO Sri Lanka,"We are looking for a Hospital Administrator to join WHO Sri Lanka in Colombo. Requirements: Medical Laboratory, Communication, Nursing, Pharmacy. Experience: 2-5 years.",Colombo,Colombo,Western,"LKR 266,000 - 326,000",266000.0,326000.0,LKR,Healthcare,2-5 years,2,5,junior,Full-time,onsite,2026-03-08,2026-05-14 10:58:36.122525,gazette,0,"[""Medical Laboratory"", ""Communication"", ""Nursing"", ""Pharmacy""]",[]
272,Staff Nurse,Durdans Hospital,"We are looking for a Staff Nurse to join Durdans Hospital in Colombo. Requirements: Pharmacy, Nursing, Medical Laboratory, Clinical Research, English, Communication. Experience: 7-9 years.",Colombo,Colombo,Western,,,,LKR,Healthcare,7-9 years,7,9,senior,Full-time,onsite,2025-12-11,2026-05-14 10:58:36.122558,dreamjobs,0,"[""Pharmacy"", ""Nursing"", ""Medical Laboratory"", ""Clinical Research"", ""English"", ""Communication""]",[]
273,ICT Officer,Ministry of Technology,"We are looking for a ICT Officer to join Ministry of Technology in Colombo. Requirements: A/L Qualified, MBA, Tamil, BSc, Sinhala. Experience: Fresh/Entry Level.",Colombo,Colombo,Western,"LKR 61,000 - 75,000",61000.0,75000.0,LKR,Government & Public Sector,Fresh/Entry Level,0,1,entry,Internship,remote,2026-01-26,2026-05-14 10:58:36.122594,topjobs,1,"[""A/L Qualified"", ""MBA"", ""Tamil"", ""BSc"", ""Sinhala""]",[]
274,Solutions Architect,Mobitel,"We are looking for a Solutions Architect to join Mobitel in Kandy. Requirements: SQL, Linux, Networking, Python, Project Management, AWS. Experience: 2-5 years.",Kandy,Kandy,Central,"LKR 264,000 - 322,000",264000.0,322000.0,LKR,Telecommunications,2-5 years,2,5,junior,Full-time,hybrid,2026-03-11,2026-05-14 10:58:36.122631,dreamjobs,0,"[""SQL"", ""Linux"", ""Networking"", ""Python"", ""Project Management"", ""AWS""]",[]
